"psu","n","new_ID","governorate","district","name","label"
"2906040",1,"cluster_location_id_0903","wassit","al.kut","Damook 150","0903 (Damook 150)"
"2906041",1,"cluster_location_id_0904","wassit","al.kut","Damook Al-Dhbat","0904 (Damook Al-Dhbat)"
"2906042",1,"cluster_location_id_0905","wassit","al.kut","Damook-Al-Hurriya","0905 (Damook-Al-Hurriya)"
"2906045",1,"cluster_location_id_0906","wassit","al.kut","Hay Al-Emam Ali-2","0906 (Hay Al-Emam Ali-2)"
"2906051",2,"cluster_location_id_0907","wassit","al.kut","Al-Jihad-Al Thaqalain","0907 (Al-Jihad-Al Thaqalain)"
"2906055",1,"cluster_location_id_0908","wassit","al.kut","Hay Al-Hakeem","0908 (Hay Al-Hakeem)"
"2906059",1,"cluster_location_id_0909","wassit","al.kut","Hay al-zahraa","0909 (Hay al-zahraa)"
"2906064",1,"cluster_location_id_0910","wassit","al.kut","Sewada Said Shati","0910 (Sewada Said Shati)"
"2906070",1,"cluster_location_id_0911","wassit","al.kut","Al-Hassan Al-Askari Al-Thania","0911 (Al-Hassan Al-Askari Al-Thania)"
"2906071",1,"cluster_location_id_0912","wassit","al.kut","Al-Umarat-Al-Mutamaizeen","0912 (Al-Umarat-Al-Mutamaizeen)"
"3105013",1,"cluster_location_id_0913","al-basrah","al.basrah","Al Ashar Center","0913 (Al Ashar Center)"
"3105030",1,"cluster_location_id_0914","al-basrah","al.basrah","AL Mowafaqiah","0914 (AL Mowafaqiah)"
"3105042",1,"cluster_location_id_0915","al-basrah","al.basrah","Al-asma_i al-jadeed","0915 (Al-asma_i al-jadeed)"
"3105045",1,"cluster_location_id_0916","al-basrah","al.basrah","Al-bradhia","0916 (Al-bradhia)"
"3105046",1,"cluster_location_id_0917","al-basrah","al.basrah","Al-hakeem","0917 (Al-hakeem)"
"3105050",1,"cluster_location_id_0918","al-basrah","al.basrah","Al-jubaila_","0918 (Al-jubaila_)"
"3105062",1,"cluster_location_id_0919","al-basrah","al.basrah","As-safat-Al Qadima","0919 (As-safat-Al Qadima)"
"3105084",1,"cluster_location_id_0920","al-basrah","al.basrah","Hai al-mohandesin","0920 (Hai al-mohandesin)"
"3105094",1,"cluster_location_id_0921","al-basrah","al.basrah","Hay Al Risalah","0921 (Hay Al Risalah)"
"3105112",1,"cluster_location_id_0922","al-basrah","al.basrah","Manawi pasha","0922 (Manawi pasha)"
"3105115",1,"cluster_location_id_0923","al-basrah","al.basrah","Nadhran","0923 (Nadhran)"
"3105123",1,"cluster_location_id_0924","al-basrah","al.basrah","Al Khaleej1","0924 (Al Khaleej1)"
"3105139",1,"cluster_location_id_0925","al-basrah","al.basrah","Hay Al-Morabaa","0925 (Hay Al-Morabaa)"
"3205002",2,"cluster_location_id_0926","maysan","al.kahla","Al Hay Al JameI","0926 (Al Hay Al JameI)"
"3205006",1,"cluster_location_id_0927","maysan","al.kahla","Al Salam","0927 (Al Salam)"
"3205019",1,"cluster_location_id_0928","maysan","al.kahla","Hay Al Karar","0928 (Hay Al Karar)"
"3205031",1,"cluster_location_id_0929","maysan","al.kahla","Hay Al-Ameer","0929 (Hay Al-Ameer)"
"3205039",1,"cluster_location_id_0930","maysan","al.kahla","Hay Al-Ghader","0930 (Hay Al-Ghader)"
"3205060",1,"cluster_location_id_0931","maysan","al.kahla","Hay Awasha","0931 (Hay Awasha)"
"3402008",1,"cluster_location_id_0932","al-najaf","al.kufa","Al Barakiya","0932 (Al Barakiya)"
"3402017",1,"cluster_location_id_0933","al-najaf","al.kufa","Albu Noman","0933 (Albu Noman)"
"3402019",1,"cluster_location_id_0934","al-najaf","al.kufa","Alwat Al Fahal","0934 (Alwat Al Fahal)"
"3402031",1,"cluster_location_id_0935","al-najaf","al.najaf","Hay missan 236","0935 (Hay missan 236)"
"3402037",1,"cluster_location_id_0936","al-najaf","al.kufa","Sader 3","0936 (Sader 3)"
"3403003",2,"cluster_location_id_0937","al-najaf","al.najaf","Al bory","0937 (Al bory)"
"3403032",1,"cluster_location_id_0938","al-najaf","al.najaf","Aljadidah alulah","0938 (Aljadidah alulah)"
"3403035",1,"cluster_location_id_0939","al-najaf","al.kufa","AL-RADHAWIYA","0939 (AL-RADHAWIYA)"
"3403039",1,"cluster_location_id_0940","al-najaf","al.najaf","Hay Al Ameer","0940 (Hay Al Ameer)"
"3403047",1,"cluster_location_id_0941","al-najaf","al.najaf","Hay Al qadissiyah","0941 (Hay Al qadissiyah)"
"3403048",1,"cluster_location_id_0942","al-najaf","al.najaf","Hay Al Rahma","0942 (Hay Al Rahma)"
"3403049",1,"cluster_location_id_0943","al-najaf","al.najaf","Al-Shaheed Al-Sadar 1","0943 (Al-Shaheed Al-Sadar 1)"
"3403080",1,"cluster_location_id_0944","al-najaf","al.najaf","Al-Mazarea AL-Westa","0944 (Al-Mazarea AL-Westa)"
"3403081",1,"cluster_location_id_0945","al-najaf","al.najaf","Al-Qasim","0945 (Al-Qasim)"
"3403082",1,"cluster_location_id_0946","al-najaf","al.najaf","Markaz Alhaidariya","0946 (Markaz Alhaidariya)"
"3403084",1,"cluster_location_id_0947","al-najaf","al.najaf","Mazara Al-Hawli","0947 (Mazara Al-Hawli)"
"3403085",1,"cluster_location_id_0948","babil","al.hilla","Fadak Village","0948 (Fadak Village)"
"3403086",1,"cluster_location_id_0949","al-najaf","al.kufa","Al-Mazara 2","0949 (Al-Mazara 2)"
"3403088",2,"cluster_location_id_0950","al-najaf","al.najaf","Al-Shaheed Al-Sadar-Shareet","0950 (Al-Shaheed Al-Sadar-Shareet)"
"3403089",1,"cluster_location_id_0951","al-najaf","al.najaf","Al-Ghadeer Village complex","0951 (Al-Ghadeer Village complex)"
"3504001",1,"cluster_location_id_0952","thi qar","al.nasiriya","Al Aker","0952 (Al Aker)"
"3504002",1,"cluster_location_id_0953","thi qar","al.nasiriya","Al Aoeh","0953 (Al Aoeh)"
"3504023",1,"cluster_location_id_0954","thi qar","al.nasiriya","Al-Thawrah","0954 (Al-Thawrah)"
"3504024",1,"cluster_location_id_0955","thi qar","al.nasiriya","Al-zielat","0955 (Al-zielat)"
"3504029",1,"cluster_location_id_0956","thi qar","al.nasiriya","Hay Al Fidaa","0956 (Hay Al Fidaa)"
"3504033",1,"cluster_location_id_0957","thi qar","al.nasiriya","Hay Al Tadhihiya","0957 (Hay Al Tadhihiya)"
"3504036",1,"cluster_location_id_0958","thi qar","al.nasiriya","Hay Mehidiya","0958 (Hay Mehidiya)"
"3504042",1,"cluster_location_id_0959","thi qar","al.nasiriya","Sadir City","0959 (Sadir City)"
"3504051",1,"cluster_location_id_0960","thi qar","al.nasiriya","Um Al Dood","0960 (Um Al Dood)"
"3504054",1,"cluster_location_id_0961","thi qar","al.nasiriya","Hay AL-Mansouria","0961 (Hay AL-Mansouria)"
"3603005",2,"cluster_location_id_0962","al-qadissiya","al.diwaniya","Al hamad village","0962 (Al hamad village)"
"3603007",1,"cluster_location_id_0963","al-qadissiya","al.diwaniya","Hay Al Nahda 3","0963 (Hay Al Nahda 3)"
"3603008",1,"cluster_location_id_0964","al-qadissiya","al.diwaniya","Al himran village","0964 (Al himran village)"
"3603017",1,"cluster_location_id_0965","al-qadissiya","al.diwaniya","Albu Khnefis village","0965 (Albu Khnefis village)"
"3603023",1,"cluster_location_id_0966","al-qadissiya","al.diwaniya","Al-Jasem Village","0966 (Al-Jasem Village)"
"3603032",1,"cluster_location_id_0967","al-qadissiya","al.diwaniya","Al-Sadiq(2)","0967 (Al-Sadiq(2))"
"3603034",1,"cluster_location_id_0968","al-qadissiya","al.diwaniya","Hay Al-Hussain","0968 (Hay Al-Hussain)"
"3603036",1,"cluster_location_id_0969","al-qadissiya","al.diwaniya","Al-Taamem-2","0969 (Al-Taamem-2)"
"3603037",1,"cluster_location_id_0970","al-qadissiya","al.diwaniya","Al-Taqiya 2","0970 (Al-Taqiya 2)"
"3603044",1,"cluster_location_id_0971","al-qadissiya","al.diwaniya","Hay Al Jamiaa","0971 (Hay Al Jamiaa)"
"3603057",2,"cluster_location_id_0972","al-qadissiya","al.diwaniya","Hay Al Shomos","0972 (Hay Al Shomos)"
"3603073",1,"cluster_location_id_0973","al-qadissiya","al.diwaniya","Hay Al-Hadarah","0973 (Hay Al-Hadarah)"
"3603078",1,"cluster_location_id_0974","al-qadissiya","al.diwaniya","Hay Al-Naseej","0974 (Hay Al-Naseej)"
"3603085",1,"cluster_location_id_0975","al-qadissiya","al.diwaniya","Qaryat Al Ensaf","0975 (Qaryat Al Ensaf)"
"3603088",1,"cluster_location_id_0976","al-qadissiya","al.diwaniya","Salman Hlis Village","0976 (Salman Hlis Village)"
