"psu","n","new_ID","governorate","district","name","label"
"1101001",1,"cluster_location_id_0001","duhok","al.amadiya","Amedi","0001 (Amedi)"
"1101002",1,"cluster_location_id_0002","duhok","al.amadiya","Aradin","0002 (Aradin)"
"1101004",2,"cluster_location_id_0003","duhok","al.amadiya","Bamarne","0003 (Bamarne)"
"1101005",1,"cluster_location_id_0004","duhok","al.amadiya","Chamanke","0004 (Chamanke)"
"1101008",1,"cluster_location_id_0005","duhok","al.amadiya","Inishke","0005 (Inishke)"
"1101011",1,"cluster_location_id_0006","duhok","al.amadiya","Qadish Collective","0006 (Qadish Collective)"
"1101012",2,"cluster_location_id_0007","duhok","al.amadiya","Sarsink","0007 (Sarsink)"
"1101019",1,"cluster_location_id_0008","duhok","al.amadiya","Mizi Village","0008 (Mizi Village)"
"1101020",1,"cluster_location_id_0009","duhok","al.amadiya","Nahla Area","0009 (Nahla Area)"
"1101023",1,"cluster_location_id_0010","duhok","al.amadiya","Kanika","0010 (Kanika)"
"1101033",1,"cluster_location_id_0011","duhok","al.amadiya","Merstak","0011 (Merstak)"
"1102005",2,"cluster_location_id_0012","duhok","duhok","Bablu","0012 (Bablu)"
"1102010",1,"cluster_location_id_0013","duhok","duhok","Baroshke Complex","0013 (Baroshke Complex)"
"1102016",1,"cluster_location_id_0014","duhok","duhok","Dabin 2","0014 (Dabin 2)"
"1102018",1,"cluster_location_id_0015","duhok","duhok","Eminke","0015 (Eminke)"
"1102022",2,"cluster_location_id_0016","duhok","duhok","Etit","0016 (Etit)"
"1102024",1,"cluster_location_id_0017","duhok","duhok","Khabat Kojar","0017 (Khabat Kojar)"
"1102032",1,"cluster_location_id_0018","duhok","duhok","Masik-1","0018 (Masik-1)"
"1102035",1,"cluster_location_id_0019","duhok","duhok","Mazi","0019 (Mazi)"
"1102036",1,"cluster_location_id_0020","duhok","duhok","Midiya","0020 (Midiya)"
"1102038",1,"cluster_location_id_0021","duhok","duhok","Naor","0021 (Naor)"
"1102039",2,"cluster_location_id_0022","duhok","duhok","Nazarke","0022 (Nazarke)"
"1102041",1,"cluster_location_id_0023","duhok","duhok","Rashanke","0023 (Rashanke)"
"1102044",1,"cluster_location_id_0024","duhok","duhok","Sarheldan","0024 (Sarheldan)"
"1102046",1,"cluster_location_id_0025","duhok","duhok","Shakhke","0025 (Shakhke)"
"1102047",1,"cluster_location_id_0026","duhok","duhok","Shele","0026 (Shele)"
"1102048",1,"cluster_location_id_0027","duhok","duhok","Shindukha","0027 (Shindukha)"
"1102049",1,"cluster_location_id_0028","duhok","duhok","Zawita","0028 (Zawita)"
"1102050",1,"cluster_location_id_0029","duhok","duhok","Avrike","0029 (Avrike)"
"1102052",1,"cluster_location_id_0030","duhok","duhok","Zirka","0030 (Zirka)"
"1102053",1,"cluster_location_id_0031","duhok","duhok","Zozan","0031 (Zozan)"
"1103001",1,"cluster_location_id_0032","duhok","sumail","Avro City","0032 (Avro City)"
"1103004",1,"cluster_location_id_0033","duhok","sumail","Bakhitme","0033 (Bakhitme)"
"1103005",1,"cluster_location_id_0034","duhok","sumail","Basetki","0034 (Basetki)"
"1103007",1,"cluster_location_id_0035","duhok","sumail","Bazalan","0035 (Bazalan)"
"1103009",2,"cluster_location_id_0036","duhok","sumail","Fayda","0036 (Fayda)"
"1103012",1,"cluster_location_id_0037","duhok","sumail","Girsheen","0037 (Girsheen)"
"1103019",1,"cluster_location_id_0038","duhok","sumail","Hawshke","0038 (Hawshke)"
"1103020",1,"cluster_location_id_0039","duhok","sumail","Misereek","0039 (Misereek)"
"1103023",1,"cluster_location_id_0040","duhok","sumail","Seje","0040 (Seje)"
"1103025",2,"cluster_location_id_0041","duhok","sumail","Shariya","0041 (Shariya)"
"1103034",1,"cluster_location_id_0042","duhok","sumail","Domiz-Halat","0042 (Domiz-Halat)"
"1103036",1,"cluster_location_id_0043","duhok","sumail","Kabarto","0043 (Kabarto)"
"1103038",1,"cluster_location_id_0044","duhok","sumail","Khanke Qadima","0044 (Khanke Qadima)"
"1103039",1,"cluster_location_id_0045","duhok","sumail","Kherava","0045 (Kherava)"
"1103042",1,"cluster_location_id_0046","duhok","sumail","Qasr Yazddin","0046 (Qasr Yazddin)"
"1103043",1,"cluster_location_id_0047","duhok","sumail","Old Qasr Yazddin","0047 (Old Qasr Yazddin)"
"1103046",1,"cluster_location_id_0048","duhok","sumail","Old Sorka","0048 (Old Sorka)"
"1104019",2,"cluster_location_id_0049","duhok","zakho","Diraboon","0049 (Diraboon)"
"1104020",1,"cluster_location_id_0050","duhok","zakho","Qarawla","0050 (Qarawla)"
"1104055",2,"cluster_location_id_0051","duhok","zakho","Ashe Chami Sector","0051 (Ashe Chami Sector)"
"1104056",1,"cluster_location_id_0052","duhok","zakho","Bazar Sector","0052 (Bazar Sector)"
"1104057",1,"cluster_location_id_0053","duhok","zakho","Betase Sector","0053 (Betase Sector)"
"1104058",2,"cluster_location_id_0054","duhok","zakho","Bedar Sector","0054 (Bedar Sector)"
"1104059",2,"cluster_location_id_0055","duhok","zakho","Khrababka Sector","0055 (Khrababka Sector)"
"1104060",1,"cluster_location_id_0056","duhok","zakho","Rkawa Sector","0056 (Rkawa Sector)"
"1104061",2,"cluster_location_id_0057","duhok","zakho","Shabaniya Sector","0057 (Shabaniya Sector)"
"1104062",1,"cluster_location_id_0058","duhok","zakho","Abasiya Sector","0058 (Abasiya Sector)"
"1104063",2,"cluster_location_id_0059","duhok","zakho","Firqa Sector","0059 (Firqa Sector)"
"1104064",1,"cluster_location_id_0060","duhok","zakho","Kochka Honari","0060 (Kochka Honari)"
"1104072",2,"cluster_location_id_0061","duhok","zakho","Bersive","0061 (Bersive)"
"1104075",2,"cluster_location_id_0062","duhok","zakho","Bajika","0062 (Bajika)"
"1202004",1,"cluster_location_id_0063","erbil","erbil","Al Eskan","0063 (Al Eskan)"
"1202010",1,"cluster_location_id_0064","erbil","erbil","Bahrka center","0064 (Bahrka center)"
"1202023",1,"cluster_location_id_0065","erbil","erbil","Gazna","0065 (Gazna)"
"1202032",1,"cluster_location_id_0066","erbil","erbil","Hay Askary","0066 (Hay Askary)"
"1202036",1,"cluster_location_id_0067","erbil","erbil","Kawa Collective","0067 (Kawa Collective)"
"1202040",1,"cluster_location_id_0068","ninewa","al.hamdaniya","Khabat","0068 (Khabat)"
"1202047",1,"cluster_location_id_0069","erbil","erbil","Mamzawa","0069 (Mamzawa)"
"1202051",1,"cluster_location_id_0070","erbil","erbil","Nisthtiman Comercial Complex","0070 (Nisthtiman Comercial Complex)"
"1202057",1,"cluster_location_id_0071","erbil","erbil","Qushtapa centre","0071 (Qushtapa centre)"
"1202060",1,"cluster_location_id_0072","erbil","erbil","Rizgari","0072 (Rizgari)"
"1202063",1,"cluster_location_id_0073","erbil","erbil","Sebardan","0073 (Sebardan)"
"1202066",1,"cluster_location_id_0074","erbil","erbil","Shahan city","0074 (Shahan city)"
"1202080",1,"cluster_location_id_0075","erbil","erbil","Zhyan","0075 (Zhyan)"
"1202116",1,"cluster_location_id_0076","erbil","erbil","Runaki(Andazyaran)","0076 (Runaki(Andazyaran))"
"1202134",1,"cluster_location_id_0077","erbil","erbil","Manara City","0077 (Manara City)"
"1202142",1,"cluster_location_id_0078","erbil","erbil","Lana City ","0078 (Lana City )"
"1203003",1,"cluster_location_id_0079","erbil","koysinjaq","Bayizagha","0079 (Bayizagha)"
"1203004",1,"cluster_location_id_0080","erbil","koysinjaq","Bazar koya(Bafri qndeel)","0080 (Bazar koya(Bafri qndeel))"
"1203006",1,"cluster_location_id_0081","erbil","koysinjaq","Hamamok","0081 (Hamamok)"
"1203009",1,"cluster_location_id_0082","erbil","koysinjaq","Qalat","0082 (Qalat)"
"1203010",1,"cluster_location_id_0083","erbil","koysinjaq","Taqtaq","0083 (Taqtaq)"
"1203015",1,"cluster_location_id_0084","erbil","koysinjaq","Nawdaran","0084 (Nawdaran)"
"1203016",1,"cluster_location_id_0085","erbil","koysinjaq","Gashteyari","0085 (Gashteyari)"
"1204004",1,"cluster_location_id_0086","erbil","makhmour","Gwer","0086 (Gwer)"
"1204017",1,"cluster_location_id_0087","erbil","makhmour","Sherwany","0087 (Sherwany)"
"1204018",1,"cluster_location_id_0088","erbil","makhmour","Saray(markez bazar)","0088 (Saray(markez bazar))"
"1204020",1,"cluster_location_id_0089","erbil","makhmour","Farmanbaran","0089 (Farmanbaran)"
"1204022",1,"cluster_location_id_0090","erbil","makhmour","Qalat","0090 (Qalat)"
"1204023",1,"cluster_location_id_0091","erbil","makhmour","Bnari Qara chogh","0091 (Bnari Qara chogh)"
"1204031",1,"cluster_location_id_0092","erbil","makhmour","Abu Sheta","0092 (Abu Sheta)"
"1204032",1,"cluster_location_id_0093","erbil","makhmour","Kapran","0093 (Kapran)"
"1204042",1,"cluster_location_id_0094","erbil","makhmour","Godella","0094 (Godella)"
"1205001",1,"cluster_location_id_0095","erbil","rawanduz","Markaz Mergasur","0095 (Markaz Mergasur)"
"1206004",1,"cluster_location_id_0096","erbil","shaqlawa","Betrma","0096 (Betrma)"
"1206006",1,"cluster_location_id_0097","erbil","shaqlawa","Harir","0097 (Harir)"
"1206007",1,"cluster_location_id_0098","erbil","shaqlawa","Harir-Batas","0098 (Harir-Batas)"
"1206008",1,"cluster_location_id_0099","erbil","shaqlawa","Hiran","0099 (Hiran)"
"1206010",1,"cluster_location_id_0100","erbil","shaqlawa","Sabirawa","0100 (Sabirawa)"
"1206012",1,"cluster_location_id_0101","erbil","shaqlawa","Sarmidan-1(Ashti)","0101 (Sarmidan-1(Ashti))"
"1206013",1,"cluster_location_id_0102","erbil","shaqlawa","Sarmidan-2(Azadi)","0102 (Sarmidan-2(Azadi))"
"1206015",1,"cluster_location_id_0103","erbil","shaqlawa","Shahedan","0103 (Shahedan)"
"1207002",1,"cluster_location_id_0104","erbil","rawanduz","Khalifan(center)","0104 (Khalifan(center))"
"1207003",1,"cluster_location_id_0105","erbil","rawanduz","Rawanduz District","0105 (Rawanduz District)"
"1207004",1,"cluster_location_id_0106","erbil","rawanduz","Soran District","0106 (Soran District)"
"1207006",1,"cluster_location_id_0107","erbil","rawanduz","Diana(Shahedan azady)","0107 (Diana(Shahedan azady))"
"1207009",1,"cluster_location_id_0108","erbil","rawanduz","kawrarash","0108 (kawrarash)"
"1207012",1,"cluster_location_id_0109","erbil","rawanduz","Soran(hay al etfaa)","0109 (Soran(hay al etfaa))"
"1207015",1,"cluster_location_id_0110","erbil","rawanduz","Hamya","0110 (Hamya)"
"1301004",1,"cluster_location_id_0111","al-sulaymaniyah","chamchamal","Azady","0111 (Azady)"
"1301006",1,"cluster_location_id_0112","al-sulaymaniyah","chamchamal","Chamchamal-Raparin","0112 (Chamchamal-Raparin)"
"1301010",1,"cluster_location_id_0113","al-sulaymaniyah","chamchamal","Handreen","0113 (Handreen)"
"1301016",1,"cluster_location_id_0114","al-sulaymaniyah","chamchamal","Piryadi","0114 (Piryadi)"
"1301019",1,"cluster_location_id_0115","al-sulaymaniyah","chamchamal","Qarahanjiriakan","0115 (Qarahanjiriakan)"
"1301021",1,"cluster_location_id_0116","al-sulaymaniyah","chamchamal","SANGAWIAKAN","0116 (SANGAWIAKAN)"
"1301041",1,"cluster_location_id_0117","al-sulaymaniyah","chamchamal","Tawkal","0117 (Tawkal)"
"1301045",1,"cluster_location_id_0118","al-sulaymaniyah","chamchamal","Bani maqan","0118 (Bani maqan)"
"1301046",1,"cluster_location_id_0119","al-sulaymaniyah","chamchamal","Dawajin","0119 (Dawajin)"
"1301047",1,"cluster_location_id_0120","al-sulaymaniyah","chamchamal","Ashti","0120 (Ashti)"
"1302002",1,"cluster_location_id_0121","al-sulaymaniyah","derbendikhan","Hawara barza","0121 (Hawara barza)"
"1302004",1,"cluster_location_id_0122","al-sulaymaniyah","derbendikhan","Kanito","0122 (Kanito)"
"1302005",1,"cluster_location_id_0123","al-sulaymaniyah","derbendikhan","Sara","0123 (Sara)"
"1302008",1,"cluster_location_id_0124","al-sulaymaniyah","derbendikhan","Shoresh","0124 (Shoresh)"
"1302010",1,"cluster_location_id_0125","al-sulaymaniyah","derbendikhan","Khelan","0125 (Khelan)"
"1302011",1,"cluster_location_id_0126","al-sulaymaniyah","derbendikhan","Zarayan Kon","0126 (Zarayan Kon)"
"1302013",1,"cluster_location_id_0127","al-sulaymaniyah","derbendikhan","Roshambiran","0127 (Roshambiran)"
"1302014",1,"cluster_location_id_0128","al-sulaymaniyah","derbendikhan","Kani mil","0128 (Kani mil)"
"1303009",1,"cluster_location_id_0129","al-sulaymaniyah","dokan","Kotal","0129 (Kotal)"
"1303011",1,"cluster_location_id_0130","al-sulaymaniyah","dokan","Pishowa","0130 (Pishowa)"
"1303012",1,"cluster_location_id_0131","al-sulaymaniyah","dokan","Qamchugha","0131 (Qamchugha)"
"1303013",1,"cluster_location_id_0132","al-sulaymaniyah","dokan","Sara","0132 (Sara)"
"1303015",1,"cluster_location_id_0133","al-sulaymaniyah","dokan","Shaheedan","0133 (Shaheedan)"
"1303018",1,"cluster_location_id_0134","al-sulaymaniyah","dokan","Timar","0134 (Timar)"
"1303019",1,"cluster_location_id_0135","al-sulaymaniyah","dokan","Tokma","0135 (Tokma)"
"1303025",1,"cluster_location_id_0136","al-sulaymaniyah","dokan","Mergapan","0136 (Mergapan)"
"1303033",1,"cluster_location_id_0137","al-sulaymaniyah","dokan","Kani Witman","0137 (Kani Witman)"
"1303035",1,"cluster_location_id_0138","al-sulaymaniyah","dokan","Kani Mazoo","0138 (Kani Mazoo)"
"1303036",1,"cluster_location_id_0139","al-sulaymaniyah","dokan","Asos","0139 (Asos)"
"1303039",1,"cluster_location_id_0140","al-sulaymaniyah","dokan","Soose","0140 (Soose)"
"1304004",1,"cluster_location_id_0141","al-sulaymaniyah","derbendikhan","Bakhtyari","0141 (Bakhtyari)"
"1304006",1,"cluster_location_id_0142","al-sulaymaniyah","halabcha","Barkew","0142 (Barkew)"
"1304012",1,"cluster_location_id_0143","al-sulaymaniyah","halabcha","Gulan","0143 (Gulan)"
"1304014",1,"cluster_location_id_0144","al-sulaymaniyah","halabcha","Sharwani","0144 (Sharwani)"
"1304016",1,"cluster_location_id_0145","al-sulaymaniyah","derbendikhan","Sharstani","0145 (Sharstani)"
"1304019",1,"cluster_location_id_0146","al-sulaymaniyah","derbendikhan","Hawaran","0146 (Hawaran)"
"1304023",1,"cluster_location_id_0147","al-sulaymaniyah","halabcha","Dalani","0147 (Dalani)"
"1304028",1,"cluster_location_id_0148","al-sulaymaniyah","halabcha","Mordana","0148 (Mordana)"
"1304033",1,"cluster_location_id_0149","al-sulaymaniyah","halabcha","Sara","0149 (Sara)"
"1304037",1,"cluster_location_id_0150","al-sulaymaniyah","derbendikhan","Sharwani","0150 (Sharwani)"
"1304039",1,"cluster_location_id_0151","al-sulaymaniyah","halabcha","Shikhan","0151 (Shikhan)"
"1304045",1,"cluster_location_id_0152","al-sulaymaniyah","halabcha","Azadi","0152 (Azadi)"
"1304046",1,"cluster_location_id_0153","al-sulaymaniyah","halabcha","Raparine","0153 (Raparine)"
"1304047",1,"cluster_location_id_0154","al-sulaymaniyah","halabcha","Shahidan","0154 (Shahidan)"
"1304053",1,"cluster_location_id_0155","al-sulaymaniyah","halabcha","Kani ishqan","0155 (Kani ishqan)"
"1305001",1,"cluster_location_id_0156","al-sulaymaniyah","kalar","Azadi","0156 (Azadi)"
"1305008",1,"cluster_location_id_0157","al-sulaymaniyah","kalar","Hamren","0157 (Hamren)"
"1305009",1,"cluster_location_id_0158","al-sulaymaniyah","kalar","Kalar Kon","0158 (Kalar Kon)"
"1305014",1,"cluster_location_id_0159","diyala","kifri","Kulajo","0159 (Kulajo)"
"1305018",1,"cluster_location_id_0160","al-sulaymaniyah","kalar","Sharawani","0160 (Sharawani)"
"1305019",1,"cluster_location_id_0161","diyala","kifri","Shaykh Lankar","0161 (Shaykh Lankar)"
"1305020",1,"cluster_location_id_0162","al-sulaymaniyah","kalar","Sherwana","0162 (Sherwana)"
"1305021",1,"cluster_location_id_0163","al-sulaymaniyah","kalar","Sirwan","0163 (Sirwan)"
"1305023",1,"cluster_location_id_0164","diyala","kifri","Qarablagh","0164 (Qarablagh)"
"1305031",1,"cluster_location_id_0165","al-sulaymaniyah","kalar","Nawrooz","0165 (Nawrooz)"
"1305032",1,"cluster_location_id_0166","al-sulaymaniyah","kalar","Zhalla","0166 (Zhalla)"
"1305033",1,"cluster_location_id_0167","al-sulaymaniyah","kalar","Garmyan","0167 (Garmyan)"
"1305034",1,"cluster_location_id_0168","diyala","kifri","Sangaw","0168 (Sangaw)"
"1305035",1,"cluster_location_id_0169","diyala","kifri","Khornawazan","0169 (Khornawazan)"
"1305036",1,"cluster_location_id_0170","diyala","kifri","Shakal","0170 (Shakal)"
"1305037",1,"cluster_location_id_0171","al-sulaymaniyah","kalar","Hamrin","0171 (Hamrin)"
"1305040",1,"cluster_location_id_0172","al-sulaymaniyah","kalar","Awbarik","0172 (Awbarik)"
"1305041",1,"cluster_location_id_0173","al-sulaymaniyah","kalar","Awarakan","0173 (Awarakan)"
"1305042",1,"cluster_location_id_0174","al-sulaymaniyah","kalar","Rizgare","0174 (Rizgare)"
"1305045",1,"cluster_location_id_0175","al-sulaymaniyah","kalar","Khabat","0175 (Khabat)"
"1308003",1,"cluster_location_id_0176","al-sulaymaniyah","rania","Koling city","0176 (Koling city)"
"1308009",1,"cluster_location_id_0177","al-sulaymaniyah","rania","Kewa Rash","0177 (Kewa Rash)"
"1308011",1,"cluster_location_id_0178","al-sulaymaniyah","rania","Nawroz","0178 (Nawroz)"
"1308013",1,"cluster_location_id_0179","al-sulaymaniyah","rania","Qalat","0179 (Qalat)"
"1308018",1,"cluster_location_id_0180","al-sulaymaniyah","rania","Shishar","0180 (Shishar)"
"1308021",1,"cluster_location_id_0181","al-sulaymaniyah","rania","Saraa","0181 (Saraa)"
"1308022",1,"cluster_location_id_0182","al-sulaymaniyah","rania","kurdistan","0182 (kurdistan)"
"1308032",1,"cluster_location_id_0183","al-sulaymaniyah","rania","Rania New","0183 (Rania New)"
"1308033",1,"cluster_location_id_0184","al-sulaymaniyah","rania","Srra","0184 (Srra)"
"1310009",1,"cluster_location_id_0185","al-sulaymaniyah","al.sulaymaniyah","Arbat-Shahidan","0185 (Arbat-Shahidan)"
"1310031",2,"cluster_location_id_0186","al-sulaymaniyah","al.sulaymaniyah","Chwar Chra","0186 (Chwar Chra)"
"1310045",1,"cluster_location_id_0187","al-sulaymaniyah","al.sulaymaniyah","Haware Shar","0187 (Haware Shar)"
"1310052",1,"cluster_location_id_0188","al-sulaymaniyah","al.sulaymaniyah","Kanakawa","0188 (Kanakawa)"
"1310053",1,"cluster_location_id_0189","al-sulaymaniyah","al.sulaymaniyah","Kanda Sura","0189 (Kanda Sura)"
"1310062",1,"cluster_location_id_0190","al-sulaymaniyah","al.sulaymaniyah","Kostay Cham","0190 (Kostay Cham)"
"1310088",1,"cluster_location_id_0191","al-sulaymaniyah","al.sulaymaniyah","Rizgari-Arbat","0191 (Rizgari-Arbat)"
"1310090",1,"cluster_location_id_0192","al-sulaymaniyah","al.sulaymaniyah","Rozhlat 305","0192 (Rozhlat 305)"
"1310092",1,"cluster_location_id_0193","al-sulaymaniyah","al.sulaymaniyah","Sabun karan Qt","0193 (Sabun karan Qt)"
"1310094",1,"cluster_location_id_0194","al-sulaymaniyah","al.sulaymaniyah","Sarchnar","0194 (Sarchnar)"
"1310122",1,"cluster_location_id_0195","al-sulaymaniyah","al.sulaymaniyah","bekas","0195 (bekas)"
"1310123",1,"cluster_location_id_0196","al-sulaymaniyah","al.sulaymaniyah","kela spi","0196 (kela spi)"
"1310177",1,"cluster_location_id_0197","al-sulaymaniyah","al.sulaymaniyah","Bazyan-shwankara","0197 (Bazyan-shwankara)"
"1310205",1,"cluster_location_id_0198","al-sulaymaniyah","al.sulaymaniyah","Hemn 146","0198 (Hemn 146)"
"1310214",1,"cluster_location_id_0199","al-sulaymaniyah","al.sulaymaniyah","Naghda","0199 (Naghda)"
"1310215",1,"cluster_location_id_0200","al-sulaymaniyah","al.sulaymaniyah","Kewstan","0200 (Kewstan)"
"1310251",1,"cluster_location_id_0201","al-sulaymaniyah","al.sulaymaniyah","Aziz Awa","0201 (Aziz Awa)"
"2101002",1,"cluster_location_id_0202","al-anbar","al.kaim","Al Aubaidi Al Qadima","0202 (Al Aubaidi Al Qadima)"
"2101003",1,"cluster_location_id_0203","al-anbar","al.kaim","Al Nahda Al-Sharqiyah","0203 (Al Nahda Al-Sharqiyah)"
"2101007",1,"cluster_location_id_0204","al-anbar","al.kaim","Al Ubaydi-2","0204 (Al Ubaydi-2)"
"2101010",1,"cluster_location_id_0205","al-anbar","ana","Al Zalla","0205 (Al Zalla)"
"2101014",1,"cluster_location_id_0206","al-anbar","al.kaim","Al-Rabet","0206 (Al-Rabet)"
"2101016",1,"cluster_location_id_0207","al-anbar","al.kaim","Hay 12 Rabee Alawal","0207 (Hay 12 Rabee Alawal)"
"2101017",1,"cluster_location_id_0208","al-anbar","al.kaim","Hay Al Askary","0208 (Hay Al Askary)"
"2101019",1,"cluster_location_id_0209","al-anbar","al.kaim","Hay Al Sham","0209 (Hay Al Sham)"
"2101020",1,"cluster_location_id_0210","al-anbar","al.kaim","Hay Al Shuhadaa","0210 (Hay Al Shuhadaa)"
"2101023",1,"cluster_location_id_0211","al-anbar","al.kaim","Hay Al-Athar","0211 (Hay Al-Athar)"
"2101025",1,"cluster_location_id_0212","al-anbar","al.kaim","Hay Al-Maamon","0212 (Hay Al-Maamon)"
"2101028",1,"cluster_location_id_0213","al-anbar","al.kaim","Hay Al-Yarmook","0213 (Hay Al-Yarmook)"
"2101030",1,"cluster_location_id_0214","al-anbar","al.kaim","Wazeeriya","0214 (Wazeeriya)"
"2102001",1,"cluster_location_id_0215","al-anbar","al.rutba","Al Askaree","0215 (Al Askaree)"
"2102002",1,"cluster_location_id_0216","al-anbar","al.rutba","Al Haara","0216 (Al Haara)"
"2102006",1,"cluster_location_id_0217","al-anbar","al.rutba","Al Wadi","0217 (Al Wadi)"
"2102007",1,"cluster_location_id_0218","al-anbar","al.rutba","Al-Daraemah Village","0218 (Al-Daraemah Village)"
"2102008",1,"cluster_location_id_0219","al-anbar","al.rutba","Antesar","0219 (Antesar)"
"2102010",1,"cluster_location_id_0220","al-anbar","al.rutba","Germany Company Location","0220 (Germany Company Location)"
"2102011",1,"cluster_location_id_0221","al-anbar","al.rutba","Gharb Al-Wadi","0221 (Gharb Al-Wadi)"
"2102014",1,"cluster_location_id_0222","al-anbar","al.rutba","Hay Al Meethagh","0222 (Hay Al Meethagh)"
"2102016",1,"cluster_location_id_0223","al-anbar","al.rutba","Hay Al-Matar","0223 (Hay Al-Matar)"
"2102021",1,"cluster_location_id_0224","al-anbar","al.rutba","Rumilah Village","0224 (Rumilah Village)"
"2103001",1,"cluster_location_id_0225","al-anbar","ana","Al bor (Shishan)","0225 (Al bor (Shishan))"
"2103002",1,"cluster_location_id_0226","al-anbar","ana","Al maadid","0226 (Al maadid)"
"2103004",1,"cluster_location_id_0227","al-anbar","ana","Al-Awany Village","0227 (Al-Awany Village)"
"2103009",1,"cluster_location_id_0228","al-anbar","ana","Hay Al ZeraI","0228 (Hay Al ZeraI)"
"2103010",1,"cluster_location_id_0229","al-anbar","ana","Rayhana","0229 (Rayhana)"
"2103011",1,"cluster_location_id_0230","al-anbar","ana","Yarmouk","0230 (Yarmouk)"
"2104003",1,"cluster_location_id_0231","al-anbar","ana","Al-Hidayah","0231 (Al-Hidayah)"
"2104004",1,"cluster_location_id_0232","al-anbar","ana","Hay Al Qadissiyah","0232 (Hay Al Qadissiyah)"
"2104005",1,"cluster_location_id_0233","al-anbar","ana","Hay Al Salam","0233 (Hay Al Salam)"
"2104007",1,"cluster_location_id_0234","al-anbar","ana","Hay Al Shuhadaa","0234 (Hay Al Shuhadaa)"
"2104009",1,"cluster_location_id_0235","al-anbar","ana","Rawa Al Qadima","0235 (Rawa Al Qadima)"
"2105009",1,"cluster_location_id_0236","al-anbar","al.falluja","Al Mualmeen","0236 (Al Mualmeen)"
"2105015",1,"cluster_location_id_0237","al-anbar","al.falluja","Al Zaghareed","0237 (Al Zaghareed)"
"2105018",1,"cluster_location_id_0238","al-anbar","al.falluja","Al-Amirya-Albu Jasim","0238 (Al-Amirya-Albu Jasim)"
"2105019",2,"cluster_location_id_0239","al-anbar","al.falluja","Al-Amirya-Albu Jwad","0239 (Al-Amirya-Albu Jwad)"
"2105031",2,"cluster_location_id_0240","al-anbar","al.falluja","Albu Hori","0240 (Albu Hori)"
"2105033",1,"cluster_location_id_0241","al-anbar","al.falluja","Albu Khalifa","0241 (Albu Khalifa)"
"2105048",1,"cluster_location_id_0242","al-anbar","al.falluja","Al-muatasem","0242 (Al-muatasem)"
"2105051",1,"cluster_location_id_0243","al-anbar","al.falluja","Al-shahabi-2","0243 (Al-shahabi-2)"
"2105054",1,"cluster_location_id_0244","al-anbar","al.falluja","Al-Zuwayiah","0244 (Al-Zuwayiah)"
"2105058",1,"cluster_location_id_0245","al-anbar","al.falluja","Huwaiwa","0245 (Huwaiwa)"
"2105061",1,"cluster_location_id_0246","al-anbar","al.falluja","Muallimeen-2","0246 (Muallimeen-2)"
"2105064",1,"cluster_location_id_0247","al-anbar","al.falluja","Neeamiya","0247 (Neeamiya)"
"2105067",1,"cluster_location_id_0248","al-anbar","al.falluja","subihat","0248 (subihat)"
"2105069",1,"cluster_location_id_0249","al-anbar","al.falluja","Al-Amirya-Al Betra","0249 (Al-Amirya-Al Betra)"
"2105070",2,"cluster_location_id_0250","al-anbar","al.falluja","Al-Amirya-Al Hmedin","0250 (Al-Amirya-Al Hmedin)"
"2105071",2,"cluster_location_id_0251","al-anbar","al.falluja","Al-Amirya-Al Mouilha","0251 (Al-Amirya-Al Mouilha)"
"2105073",2,"cluster_location_id_0252","al-anbar","al.falluja","Al-Amirya-Albu Jaber","0252 (Al-Amirya-Albu Jaber)"
"2105074",1,"cluster_location_id_0253","al-anbar","al.falluja","Al-Amirya-Albu Mrir","0253 (Al-Amirya-Albu Mrir)"
"2105075",2,"cluster_location_id_0254","al-anbar","al.falluja","Al-Amirya-Albu Saleh","0254 (Al-Amirya-Albu Saleh)"
"2105076",2,"cluster_location_id_0255","al-anbar","al.falluja","Al-Amirya-Albu Salman","0255 (Al-Amirya-Albu Salman)"
"2105077",1,"cluster_location_id_0256","al-anbar","al.falluja","Al-Amirya-Tal Ghatas","0256 (Al-Amirya-Tal Ghatas)"
"2105078",1,"cluster_location_id_0257","al-anbar","al.falluja","Albu Dhaher-Albu Dhaher","0257 (Albu Dhaher-Albu Dhaher)"
"2105079",1,"cluster_location_id_0258","al-anbar","al.falluja","Hay Al-Resala","0258 (Hay Al-Resala)"
"2105083",1,"cluster_location_id_0259","al-anbar","al.falluja","Hay Al Askari","0259 (Hay Al Askari)"
"2105088",2,"cluster_location_id_0260","al-anbar","al.falluja","Al-Ekhaa Compaund","0260 (Al-Ekhaa Compaund)"
"2106001",1,"cluster_location_id_0261","al-anbar","haditha","Al Furat Complex","0261 (Al Furat Complex)"
"2106004",1,"cluster_location_id_0262","al-anbar","haditha","Al Khansaa","0262 (Al Khansaa)"
"2106007",1,"cluster_location_id_0263","al-anbar","haditha","Albu Hayat","0263 (Albu Hayat)"
"2106009",1,"cluster_location_id_0264","al-anbar","haditha","Al-Mutanabi","0264 (Al-Mutanabi)"
"2106011",2,"cluster_location_id_0265","al-anbar","haditha","Bani Dahir","0265 (Bani Dahir)"
"2106013",1,"cluster_location_id_0266","al-anbar","haditha","Haqlaniyah-Hay Al-Faroq","0266 (Haqlaniyah-Hay Al-Faroq)"
